aktiv;mtid_vf;mtid_vb;mtid_parent;vannforsyningssystem;behandlingsanlegg;kommunenr;kommune;funksjon;kunstig_infiltrasjon;siling;filtrering_membran;desinfeksjon_membran;avsalting;koagulering;flokkulering;flotasjon;sedimentering;ionebytte;filtrering_ozon;desinfeksjon_ozon;uv_bestraaling;klorering;kloramin;desinfeksjon_annen;lufting;fjerning_jern_mangan;fjerning_uorg_stoff;ph_just_korrosjonkontroll;avherding;dosering_andre_kjemikalier;andre_behandlingsmetoder;periode
ja;Z0707022020113801190BWHOI;Z0805072300314531195UWBDL;Z0805072300314471195PZXNR;Ivar Iks Hovedvannverk Langevann;Langevatn Vannbehandlingsanlegg;1103;Stavanger;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;ja;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;2025
ja;Z0707022019421861190QMZPR;Z0707022019421871190FOMTZ;Z0707022019421871190NAYAW;Rondetunet - Vannforsyning;Vannbehandlingsanlegg For Rondetunet Turistgård V/Turid Hofstad;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0705302240319971189KSWUZ;Z0805072300270971195AVEAU;Z0805072300270951195NXGYN;Ljosland Vassverk;Farevatn Vassverk;;;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0705302240232761190MZGEQ;Z0805072300274541195EJQIZ;Z0805072300274531195OHFDS;Byremo Vannverk;Byremo Vannbehandlingsanlegg;4225;Lyngdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2019
nei;Z0707022019424131190DPAWK;Z0707022019424141190LKZHS;Z0707022019424131190YFCUR;Lillesand Vannverk;Vannbehandlingsanlegg For Lillesand Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022019430321190GBRBF;Z0707022019430331190DLUNK;Z0707022019430331190KETVH;Isnestoften V/Berg;Vannbehandlingsanlegg For Isnestoften V/Berg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022019434151190VZBLA;Z0707022019434161190TBOZK;Z0707022019434151190TDZFY;Maribukt Vannverk;Vannbehandlingsanlegg For Maribukt Vannverk Store Lerresfjord;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022019574011190HDNPE;Z0707022019574021190BUGZJ;Z0707022019574011190RXCKG;Ikke Aktiv Horten Kommunale Vannverk Ktp V/ Svend Åge Svendsen;Vannbehandlingsanlegg For Horten Kommunale Vannverk Ktp V/ Svend Åge Svendsen;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022019578371190FZEFS;Z0707022019578381190ZRBDX;Z0707022019578381190HULST;Braastad Gaard - Vannforsyningssystem;Vannbehandlingsanlegg For Braastad Gård V/Vigdis Braastad;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0705302301386001189EPGEU;Z0705302301386011189SANOC;Z0705302301386011189TLSVY;Lesjaverk Vannverk;Vannbehandlingsanlegg For Lesjaverk Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0705302240313601189LOFBK;Z0805072300300341194ECMWF;Z0805072300300331194YCFQC;Liknes/Kvitla Vannverk;Kvitla;4227;Kvinesdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;ja;nei;nei;nei;2025
nei;Z0707022019478671190LOZCZ;Z0707022019478681190UAGSZ;Z0707022019478671190MPQQT;Bergen Vannverk-Kismul;Vannbehandlingsanlegg For Bergen Vannverk-Kismul;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302238557501189EHQOC;Z0805072300432811195PSAPA;Z0805072300432781195UVTIJ;Gismarvik Vassverk;Uv-Anlegg Lønning;;;Reserveanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2016
ja;Z0707022019490911190PMXAI;Z0707022019490921190HSFKT;Z0707022019490921190OXLJX;Årøya Vannverk;Vannbehandlingsanlegg For Årøya Vannverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302301314661189SLMRF;Z0805072300391171195IEIVH;Z0805072300391151195XOCIQ;Hjelmeland Vannverk - Hauske Vannforsyningsystem;Hjelmeland Vannverk - Hauske Behandlingsanlegg;1133;Hjelmeland;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
nei;Z0707022019548411190WQVPS;Z0707022019548421190WFQLT;Z0707022019548411190GRKLV;Fagnastøl Camping V/Geirr Fagnastøl;Vannbehandlingsanlegg For Fagnastøl Camping V/Geirr Fagnastøl;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
ja;Z0707022019550851190VDKXM;Z0707022019550861190YMROT;Z0707022019550851190FMYMM;Stjernøya Vannverk North Cape Minerals As;Vannbehandlingsanlegg For Stjernøya Vannverk North Cape Minerals As;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
nei;Z0707022019439571190ZUVDZ;Z0707022019439581190MOHMW;Z0707022019439571190ABIJZ;Raipas Vannverk;Vannbehandlingsanlegg For Raipas Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0705302238568021190OVYXF;Z0805072300449601190ZPTQA;Z0805072300449601190DJDJA;Sandeid Vassverk;Hålandsdalen;1160;Vindafjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
ja;Z0707022019442931190MFOZL;Z0707022019442941190XOHIY;Z0707022019442931190YWLNW;Høyheimsvik Vassverk;Vannbehandlingsanlegg For Høyheimsvik Vassverk;;;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0705302301280221189XOXGO;Z0805072300411511190RWEEX;Z0805072300411511190KFBHJ;Finnøy Vassverk;Bleivatnet Silhus;1103;Stavanger;Reserveanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;2019
ja;Z0704301336539221189FGEKJ;Z0805072300456911194QEESM;Z0805072300456901194VREFE;Ølen Vassverk - Bjoa;Bjoa Vannbehandlingsanlegg;1160;Vindafjord;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0704301336420881190CKRII;Z0805072300460051194BULJD;Z0805072300460041194VFBZB;Vikebygd Vassverk A/L;Vikebygd Vassverk Behandlingsanlegg;1160;Vindafjord;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2014
ja;Z0707022019504031190HKHUL;Z0707022019504041190WBBWA;Z0707022019504041190LOJQH;Jordalen Skule;Vannbehandlingsanlegg For Jordalen Skule;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302238523191189AGBRQ;Z0805072300453671190UIKYN;Z0805072300453671190HJWYX;Raunes Vassverk;Behandlingsanlegg Raunes Vassverk;1160;Vindafjord;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2024
nei;Z0705302238596841190YNLXI;Z0805072300455231190UQDCU;Z0805072300455221190RXDXK;Skjold Vassverk;Behandlingsanlegg Skjold Vassverk;1160;Vindafjord;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2024
nei;Z0707022020001931190VRENG;Z0707022020001941190BTWYW;Z0707022020001941190YLKYY;Orkdal Vannverk;Vannbehandlingsanlegg For Orkdal Vannverk;;;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;
nei;Z0704301341467851189LYBSB;Z0805072258433751194SETLF;Z0805072258433721194UBBNI;Gjerdrum Kommunale Vannforsyning;Behandlingsanlegget;;;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
ja;Z0705302301283851189EYFMY;Z0705302301283861189KQUJW;Z0705302301283851189AZEXY;Haukås Lurås Vannverk;Vannbehandlingsanlegg For Haukås Lurås Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
nei;Z0705302301297521189DUUQU;Z0705302301297531189WAODK;Z0705302301297531189UOLHD;Gran Kommunale Vannverk;Vannbehandlingsanlegg For Gran Kommunale Vannverk Gran Kommune, Teknisk Drift;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
ja;Z0805072300462331194JJRWR;Z0805072300462371194HEICX;Z0805072300462341194MGCWK;Ølen Vassverk;Ølen Vannbehandlingsanlegg;1160;Vindafjord;Hovedanlegg;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0802231636071473252WECIZ;Z0802231637270203252SGWGD;Z0802231636292653252IFZKM;Tulleanlegget;B1;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;
nei;Z0705302301300381189UHAXP;Z0705302301300391189HTRDT;Z0705302301300381189SJLFN;Nerstad Skole/Sfo;Vannbehandlingsanlegg For Nerstad Skole/Sfo;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
ja;Z0705302301309141189SQINP;Z0705302301309151189NJVCV;Z0705302301309151189CWYVK;Skolten Vassverk;Vannbehandlingsanlegg For Skolten Vassverk Masfjorden Kommune, Driftsavd.;4634;Masfjorden;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0707022019469051190XFBGF;Z0707022019469061190WBCYU;Z0707022019469061190MMDGU;Norefjell Camping As;Vannbehandlingsanlegg For Norefjell Camping As;3318;Krødsherad;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0707022019526191190ANUJO;Z0707022019526211190RWOLM;Z0707022019526201190SRIYM;Kirkekretsen Vannverk Elverum Kommune;Vannbehandlingsanlegg For Kirkekretsen Vannverk Elverum Kommune;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022019528561190MKBDA;Z0707022019528571190KVNRD;Z0707022019528561190ECETM;Bordalen Skule;Vannbehandlingsanlegg For Bordalen Skule;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302301310681189GCZMW;Z0705302301310701189JSIWI;Z0705302301310691189BNCMK;Sand Vannverk;Vannbehandlingsanlegg For Sand Vannverk V/Rolf Hartviksen;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302301312801189WCBON;Z0705302301312811189BFNNJ;Z0705302301312811189BEGWM;Noraqua As Vannforsyning;Vannbehandlingsanlegg For Noraqua As Vannforsyning;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301341331131190TNOSM;Z0805072258389931195HJHJK;Z0805072258389901195QFSFF;Opptjern Vannverk Sa;Behandlingsanlegg For Opptjern Vannverk Sa;3226;Aurskog-Høland;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2023
ja;Z0707022019346701190KJDEL;Z0707022019346711190DKHSS;Z0707022019346711190FUDQB;Kleivane Vassverk;Vannbehandlingsanlegg;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
ja;Z0707022019349451190DTXJJ;Z0707022019349461190THFQU;Z0707022019349461190HAYBU;Bolkesjø Vannverk;Vannbehandlingsanlegg For Bolkesjø Vannverk;4005;Notodden;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0805072258393811195IVXXC;Z0805072258393851195JXOKG;Z0805072258393821195SFUJY;Store Langsjø Kommunale Vannverk;Store Langsjø Kommunale Vannverk Behandlingsanlegg;3226;Aurskog-Høland;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2025
nei;Z0705302301334751189ITXYP;Z0705302301334761189BBFBV;Z0705302301334751189PVCUY;Horve Ungdomssenter Vannforsyning;Vannbehandlingsanlegg For Horve Ungdomssenter;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2022
nei;Z0707022019389211190BFNZY;Z0707022019389221190IKZXT;Z0707022019389221190MEBBE;Bergen Vannverk-Svartediket;Vannbehandlingsanlegg For Bergen Vannverk-Svartediket;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022019390721190MCTPI;Z0707022019390731190MWJEO;Z0707022019390721190ITGBU;Fortun Vassverk;Vannbehandlingsanlegg For Fortun Vassverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2023
ja;Z0705302301338211189IKEEW;Z0705302301338221189COEWF;Z0705302301338221189PMXOG;Øvstabødalen Hyttevannforsyn.;Brønn 1;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;2025
ja;Z0707022020073161190RQFRB;Z0707022020073171190FPBWO;Z0707022020073161190PHLTA;Stokkstadbakken Vannverk;Vannbehandlingsanlegg For Stokkstadbakken Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2024
nei;Z0707022020077061190IIFNX;Z0707022020077071190RPKCR;Z0707022020077071190MGZDM;Nordre Bjørkedal Vassverk - Volda Kommune;(Gammelt) Vannbehandlingsanlegg For Nordre Bjørkedal Vassverk Volda Kommune;1577;Volda;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0707022020100551190WBDVM;Z0707022020100561190YRLLS;Z0707022020100551190NTFXX;Kåfjord Sykehjem Vannverk Alta Kommune;Vannbehandlingsanlegg For Kåfjord Sykehjem Vannverk Alta Kommune;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2016
ja;Z0707022020102591190ZDDJV;Z0707022020102601190ZPZFF;Z0707022020102601190KSTDJ;Storekorsnes Vannverk Alta Kommune;Vannbehandlingsanlegg For Storekorsnes Vannverk Alta Kommune;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0902121218525680127PWFLN;Z0902121220279930127KEFXW;Z0902121219495390127QRNCE;Pyntaberget Vannforsyningssystem;Pyntaberget Behandlingsanlegg;3438;Sør-Fron;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
ja;Z0707022020140011190QLCBO;Z0707022020140021190OGKWE;Z0707022020140011190BFVHB;Kviby Vannverk Leirbotn;Vannbehandlingsanlegg For Kviby Vannverk Leirbotn;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0707022020170701190LWXFO;Z0707022020170711190WXPCV;Z0707022020170701190LBOMK;Atna Skoles Vannverk Stor-Elvdal Kommune;Vannbehandlingsanlegg For Atna Skoles Vannverk Stor-Elvdal Kommune;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022020181151190ZKTMA;Z0707022020181161190ALAFE;Z0707022020181151190WQZAU;Bergen Vannverk-Tarlebø;Vannbehandlingsanlegg For Bergen Vannverk-Tarlebø;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022020155531190LUWFD;Z0707022020155541190URENJ;Z0707022020155531190UZHAG;Ova, Oset Vannrenseanlegg;Vannbehandlingsanlegg For Ova, Oset Vannrenseanlegg;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022020157591190KEMQZ;Z0707022020157601190DUUJL;Z0707022020157591190ZXVVT;Isnestoften V/ S-Laget Alta Kommune;Vannbehandlingsanlegg For Isnestoften V/ S-Laget Alta Kommune;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
nei;Z0707022020190021190WLXJK;Z0707022020190031190YZRFT;Z0707022020190021190GUPRH;Atna Camping;Vannbehandlingsanlegg For Atna Camping V/Nina Winsnes;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
nei;Z0707022020192481190VRIVO;Z0707022020192491190YNVBW;Z0707022020192491190IVFEL;Bergen Vannverk-Sædalen;Vannbehandlingsanlegg For Bergen Vannverk-Sædalen;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0709110926279831195UWARN;Z0709110926279861195DVBEI;Z0709110926279841195LNXLG;Garnes Vannverk;Vannbehandlingsanlegg For Garnes Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0709110927037941194UVQHQ;Z0709110927037971194AEMMI;Z0709110927037961194MPWYF;Moen Vannverk;Vannbehandlingsanlegg For Moen Vannverk;5035;Stjørdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
nei;Z0709110927103611194WOQJA;Z0709110927103651194NCMTC;Z0709110927103631194MJOYS;Husvika Vannverk;Vannbehandlingsanlegg For Husvika Barne- Og Ungdomsskole;1824;Vefsn;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
ja;Z0707022020202471190MWXAQ;Z0707022020202481190OWDZR;Z0707022020202471190BXPLC;Søre Trysil Skoles Vannverk;Vannbehandlingsanlegg For Søre Trysil Skoles Vannverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
nei;Z0709110926344691195JXBFB;Z0709110926344721195EONSK;Z0709110926344711195WSJCG;Susendal Vannverk;Vannbehandlingsanlegg For Susendal Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0709110927164131194BAMSQ;Z0709110927164171194SANQV;Z0709110927164151194OBBRA;Drevja Vannverk;Vannbehandlingsanlegg For Drevja Vannverk;1824;Vefsn;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
nei;Z0709110927087211194HAHRD;Z0709110927087251194LHJWT;Z0709110927087231194ETOGZ;Flora Vannverk;Vannbehandlingsanlegg For Flora Vannverk Etat Teknisk Drift, Rådhuset;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
nei;Z0709110927094861194JCQLQ;Z0709110927094891194VJDZF;Z0709110927094871194XDAEI;Reservekilde Tydal;Vannbehandlingsanlegg For Reservekilde Tydal;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
nei;Z0711212005022631190BLIZJ;Z0711212005022651190WSDGA;Z0711212005022641190ZJFZL;Helgøya Skole;Vannbehandlingsanlegg For Helgøya Skole;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0711212005032411190GAGNJ;Z0711212005032421190FPCKW;Z0711212005032411190XUAGD;Marche Restauranter Norge As Avd Espa- Vannforsyning;Vannbehandlingsanlegg For Marche Espa;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2016
nei;Z0711212005104911194OHAPV;Z0711212005104941194DYZRJ;Z0711212005104921194KBYTA;Mganl Maharishi Ayurveda Helsesenter;Vannbehandlingsanlegg For Mganl Maharishi Ayurveda Helsesenter;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0711212005013071190ZCUKW;Z0711212005013091190MKKSY;Z0711212005013081190OQLIE;Monssveen Gaard - Vannforsyningssystem;Vannbehandlingsanlegg For Monssveen Gard;3411;Ringsaker;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2016
nei;Z0712102006533731190UYHKT;Z0712102006533761190PDEVB;Z0712102006533751190UQGJZ;Bømoen Vassverk;Vannbehandlingsanlegg For Bømoen Vassverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
ja;Z0712102006538831190EBYPV;Z0712102006538851190OEFSF;Z0712102006538841190OBWZK;Brandset Leir;Vannbehandlingsanlegg For Brandset Leir;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
ja;Z0712102006543641190CKTLF;Z0712102006543661190YANKN;Z0712102006543651190FCAVJ;Mjølfjell Leir;Vannbehandlingsanlegg For Mjølfjell Leir;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
nei;Z0712102006228451194CLPIL;Z0712102006228481194OKPLR;Z0712102006228461194QZFMR;Tronengdalen Soløyvannet Vannverk;Vannbehandlingsanlegg For Tronengdalen Soløyvannet Vannv;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0710032241323441195GFBEQ;Z0710032241323551195EHHUN;Z0710032241323481195WDJRX;Harstad Vannverk;Vannbehandlingsanlegg For Harstad Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2025
nei;Z0711212004465641190VQDYK;Z0711212004465671190XDMMZ;Z0711212004465651190VOJGA;Ringsaker Kommune, Tekn. Drift Mesnali Vannforsyning;Vannbehandlingsanlegg For Ringsaker Kommune, Tekn. Drift Masnali Vannverk;3411;Ringsaker;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
nei;Z0805091055219760150XOHCK;Z0805091305516990150WNSOP;Z0805091303121000150JMART;Ådneram Fjellgrend - Vannforsyning;Vannbehandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
nei;Z0710032241537161195JHGKR;Z0710032241537191195FABBW;Z0710032241537171195SPMMI;Vika Vannverk Nord Teknisk Avdeling;Vannbehandlingsanlegg For Vika Vannverk Nord Teknisk Avdeling;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
