aktiv;mtid_vf;mtid_vb;mtid_parent;vannforsyningssystem;behandlingsanlegg;kommunenr;kommune;funksjon;kunstig_infiltrasjon;siling;filtrering_membran;desinfeksjon_membran;avsalting;koagulering;flokkulering;flotasjon;sedimentering;ionebytte;filtrering_ozon;desinfeksjon_ozon;uv_bestraaling;klorering;kloramin;desinfeksjon_annen;lufting;fjerning_jern_mangan;fjerning_uorg_stoff;ph_just_korrosjonkontroll;avherding;dosering_andre_kjemikalier;andre_behandlingsmetoder;periode
nei;Z2103081448337142025QWZVU;Z2103081448337542025OBACS;Z2103081448337332025NMPKK;Eikenes - Hestenes Vassverk;Uv-Anlegg;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2021
ja;Z2107121500033412025VIVFJ;Z2107121500033652025DPMWQ;Z2107121500033552025WAKSS;Luster Fjordhytter;Vannbehandlingsanlegg For Luster Fjordhytter V/Øystein Magnus;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z2203030807408102025CJNHM;Z2203030807408782025KPABN;Z2203030807408412025CGYYG;Brekkeseter As - Vannforsyning;Vannbehandlingsanlegg For Brekkeseter As;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z2201281404312342025KGWTR;Z2201281404313022025BKRWU;Z2201281404312592025QVZPR;Lilandsdalen 2;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2203311132416170127OMMYQ;Z2203311145140260127MFZKV;Z2203311143512840127ZAQRN;Øvre Uvdal Vannverk - Uv-Anlegg;Uv-Anlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2209052116358810128NYENI;Z2209052132566210128KQDVD;Z2209052126115610128HAQWZ;Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z2001151131026762024BLBJB;Z2210261348401330127GSZAL;Z2001151131026972024BMTJI;Eikelandsosen Vassverk;Skjelbreid Vassbehandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;ja;nei;nei;nei;2025
nei;Z2212081230046532025YVZLS;Z2212081230046772025EMGZF;Z2212081230046612025TEDQP;Sivesind Vannforsyningsområde;Østre Toten Kommune;3443;Vestre Toten;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z2306190812416142025ECHCL;Z2306190812416422025AFWSK;Z2306190812416322025BIJTZ;Vannforsyningssystem;Plommehagen Barnehage Vannrenseanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0808221317307030158ZMHJB;Z2302082051006680127UCYND;Z0808221319057510158TICBL;Finnvola Midtre Hytteforening - Vannforsyningsystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z2303081421030982025PLCIN;Z2303081421032872025HUPFJ;Z2303081421031132025YERVG;Vennesla Vannverk - Sentralanlegget;Linvann Klorhus;4223;Vennesla;Reserveanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z2310251355106982024JDHBT;Z2310251355107492024DYPRW;Z2310251355107222024HUNRC;Nevernes Vannverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z2312140722206572025AGOUO;Z2312140722208262025IHMMR;Z2312140722208122025IQRRD;Stavtjørn Fjellståve Og Bakeri As - Vannforsyningssystem;Brønn;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2002281422331942024ADKVI;Z2401251450156780128AYPVH;Z2002281422332182024SUOSN;Børmark Vannverk;Behandlingsanlegg;5058;Åfjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;ja;nei;nei;nei;2025
ja;Z2403131121480932025IEKIW;Z2403131121481832025BZCRM;Z2403131121481172025UHRUX;Grotli Hyttegrend - Vannforsyning;Behandlingsanlegg;3433;Skjåk;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z2404101639133862024UBMYK;Z2404101639134412024FELJT;Z2404101639133972024ASFRG;Mjøsli - Vannforsyningssystem - Hyttefelt;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
ja;Z2404111432364562025WPCEC;Z2404111432365472025YSKBS;Z2404111432364762025CIWZN;Brævasshytta - Vassforsyning;Brævasshytta Uv;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2410211126124650127XUDPB;Z2410211251110070127EQWUW;Z2410211240106160127DNFMH;Uppnose Vannverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022019183381190LZVLW;Z2502111432243020127BOWZI;Z0707022019183391190YNESU;Glitrevannverket Iks - Sæter Vannverk;Slettes;;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z2505051106461372025ADKOO;Z2505051106462172025EPRHL;Z2505051106461572025TCGSR;Stord Vassverk;Vasshandsamingsstasjon;4614;Stord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z2507251200556350128LBUAS;Z2507251358143180128LILWA;Z2507251206170110128ONZSL;Eide Kildevann;Eide Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2603111531328080127IJGDH;Z2603181633517340128DACIM;Z2603181616185180128EALAF;Mevik Vannverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301335252351190TOONZ;Z0704301335252361190RVRMU;Z0704301335252361190UZAPP;Tyrnevik Vassverk;Vannbehandlingsanlegg For Tyrnevik Vassverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301335458871189IPBPV;Z0704301335458881189YIUCN;Z0704301335458881189EVTKV;Rødtangen Camping Vannverk;Rødtangen Camping - Vannbehandlingsanlegg;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
nei;Z0704301336317701189SHBKG;Z0704301336317721189JHDBY;Z0704301336317711189LOXEL;Østby Gård - Vannforsyning;Østby Gård - Vannbehandling;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
ja;Z0704301336262491190RDYIL;Z0704301336262511190KLMIY;Z0704301336262501190XJCRQ;Opaker Gård;Vannbehandlingsanlegg For Opaker Gård;3417;Grue;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
ja;Z0704301336497631189AYWBG;Z0704301336497641189QESOH;Z0704301336497631189CULAF;Vethe Gardsbarnehage V/ Trude Vestrheim;Vannbehandlingsanlegg For Vethe Gardsbarnehage V/ Trude Vestrheim;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301336550061189LAMYY;Z0704301336550071189EGMXQ;Z0704301336550061189RJUJB;Hellandsbygd Vassverk As Saudefaldene;Vannbehandlingsanlegg For Hellandsbygd Vassverk As Saudefaldene;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
nei;Z0704301337430541189EUTPP;Z0704301337430551189XNSUZ;Z0704301337430541189PPLQT;Villa Sandvigen;Vannbehandlingsanlegg For Villa Sandvigen;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
ja;Z0704301342246511190LLARF;Z0805072301375201194MYPDK;Z0805072301375181194HCGHW;Moldskred Vassbehandlingsanlegg;Moldskred Vassbehandlingsanlegg;1516;Ulstein;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0707022019514671190ZUORB;Z0805072301128141190GKKDS;Z0805072301128131190CECPU;Storavatn Vassverk;Behandlingsanlegg - Storavatn Vassverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;2018
ja;Z0704301337189851190SVCKR;Z0704301337189861190QGTAA;Z0704301337189851190TKKQE;Strandheim Camping - Vannforsyning;Vannbehandlingsanlegg For Strandheim Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0705302239109971189ANFZC;Z0805072301221201195YJKUG;Z0805072301221181195YPEAN;Gaupne Vassverk;Renseanlegg Tandle;;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0704301338225021190OSPFE;Z0704301338225021190YYVVE;Z0704301338225021190VYFQV;Rjukan Fjellstue, Vannforsyningssystem;Vannbehandlingsanlegg For Rjukan Fjellstue;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2016
nei;Z0704301338385801189IJCIZ;Z0704301338385801189TYCNO;Z0704301338385801189UMJHI;Aas Kafeteria Pizza Og Grill;Vannbehandlingsanlegg For Aas Kafeteria Pizza Og Grill;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301344313931190RRPJS;Z0805072301527551190FKRWE;Z0805072301527541190SCLST;Nordre Averøy Vannverk Sa;Behandlingsanlegg Storvatnet;1554;Averøy;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2025
nei;Z0804221013007473252CVFIO;Z0804221329190603252EMDAB;Z0804221013321463252QHKKF;Musdalsæter Vannverk;Musdalsæter Renseanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2018
nei;Z0704301339021681189NYAKG;Z0704301339021681189ROLZK;Z0704301339021681189WOUWZ;Fjellstad Turistheim Vassverk;Vannbehandlingsanlegg For Fjellstad Turistheim Vassverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301339362301190JWQLJ;Z0704301339362311190IYTWV;Z0704301339362301190BDXIV;Honndalsrokken Turistsenter Vassforsyning;Honndalsrokken Turistsenter As;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0704301340385401190REWFV;Z0704301340385411190ZSAST;Z0704301340385401190LBSKA;Skåbu Fjellmat Ans;Vannbehandlingsanlegg For Skåbu Fjellmat Ans;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301340349261190VHXKH;Z0704301340349271190WUICL;Z0704301340349261190YEQMR;Fefor Høifjellshotell - Vannforsyning;Fefor Høifjellshotell - Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
nei;Z0704301340495331189WJBBN;Z0704301340495341189FTGDG;Z0704301340495341189SPMSB;Øvre Dørålseter Turisthytte;Vannbehandling;3431;Dovre;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
ja;Z0810271502383940156EKZYB;Z0810271515048010156FGUIN;Z0810271505423480156OOEWP;Øvre Eiker Strømbo;Strømbo;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0704301342566771189ZIULH;Z0704301342566781189VLJJF;Z0704301342566771189ZFERZ;Gresgarn Hyttegrend V/Yngve Grambo;Vannbehandlingsanlegg For Gresgarn Hyttegrend V/Yngve Grambo;3421;Trysil;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;2020
ja;Z0704301341445711189VZMSL;Z0704301341445721189FAIMS;Z0704301341445721189HSHQY;Aas Gård Hovedbygningen;Vannbehandlingsanlegg For Aas Gård Hovedbygningen;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301343221181190EJJWE;Z0704301343221191190RLNKA;Z0704301343221191190MHQJH;Knettsetra Vannverk;Vannbehandlingsanlegg For Knettsetra Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
nei;Z0704301343228501190CDGUB;Z0704301343228511190TPCTG;Z0704301343228511190QKFBW;Skramstadseter Fjellstue;Vannbehandlingsanlegg For Skramstadseter Fjellstue;3422;Åmot;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0805072258243431194OIFVQ;Z0805072258243621194ZUTXJ;Z0805072258243471194WWVIW;Fredrikstad Kommunale Vannledningsnett;Høyfjell;3107;Fredrikstad;Hovedanlegg;nei;ja;nei;nei;nei;ja;ja;nei;ja;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;ja;nei;ja;nei;2011
nei;Z0707022019461741190HBQGY;Z0805072300236551189TAAUE;Z0805072300236521189TCIEW;Vennesla Vannverk - Sentralanlegget;Linvann Klorhus;4223;Vennesla;Reserveanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2022
nei;Z0704301342248341190NYNLB;Z0704301342248351190ZTBTQ;Z0704301342248351190OMDEL;Ringebu Fritidsgrend As Skjerdingen Høyfjellshotell;Vannbehandlingsanlegg For Ringebu Fritidsgrend As Skjerdingen Høyfjellshotell;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022019584321190RXXXL;Z0805072302191421194XKTBW;Z0805072302191411194AYLJF;Malvik Kommunale Vannverk;Stavsjøen;;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0712172011052391190DWRRW;Z0805072303090091195YEBZI;Z0805072303090081195RBFGC;Buktelia Vannverk Vann Og Avløp;Buktelia;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2019
nei;Z0712172011064001189HFSZN;Z0805072303073741194GPOVP;Z0805072303073731194NIPFR;Solligården Vannanlegg Vann Og Avløp;Solligarden;5501;Tromsø;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
nei;Z0805072303226011189UYMDN;Z0805072303226021189NMWNG;Z0805072303226011189CFDFO;Laksfjord Vannverk;Laksfjord Vannbehandlingsanlegg;5530;Senja;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0805072303287651189NEZOH;Z0805072303287661189VAWNN;Z0805072303287661189GJBGR;Skallelv Vannverk;Behandlingsanlegg;5607;Vadsø;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302240044781190LJKVH;Z0805072302548681194WFWST;Z0805072302548671194LEIVL;Korsnes Vannverk Teknisk Etat;Behandlingsanlegget;1806;Narvik;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0805291346349050113QDOEG;Z0805291356335930113XJPZI;Z0805291355195030113DHICL;Moltekvæven Hyttefelt - Vannforsyning;Vannbehandlingsanlegg;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2010
nei;Z0705302238344011189SAPKZ;Z0805072259390661190GFSCD;Z0805072259390631190STRDG;Gol Vassverk;Eiklid - Reserveassforsyning;3324;Gol;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0805072259148341190WTPVU;Z0805072259148351190GPHGF;Z0805072259148341190JRTFT;Aurmo Vassverk;Aurmo Vassverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337325701190WSZMN;Z0805072258332981189CELCD;Z0805072258332871189JSADX;Hvitsten Vannverk Al;Uv-Filter Fjellbrønn 3;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302238270311189OUVAQ;Z0705302238270321189CTURK;Z0705302238270321189CKMEA;Syltøy Skule;Vannbehandlingsanlegg For Syltøy Skule;4626;Øygarden;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
nei;Z0705302238338191189ZOYIR;Z0705302238338201189SAZIY;Z0705302238338191189FGGGQ;Hovet Vannverk, Hol Kommune;Vannbehandlingsanlegg For Moen/Hovet Vannverk Hol Kommune;3330;Hol;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2023
ja;Z0705302238490511189RRSQV;Z0705302238490521189KBJSA;Z0705302238490511189MZIBI;Steinsjøen Skytefelt;Steinsjøen Skytefelt - Vannbehandling Brønn 3;3442;Østre Toten;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
nei;Z0705302238495371189YSQJQ;Z0705302238495381189LFUDV;Z0705302238495381189HZMXB;Eidsland Vassverk;Vannbehandlingsanlegg For Eidsland Vassverk;4628;Vaksdal;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
nei;Z0805072300494191194RBJVU;Z0805072300494201194UKAQS;Z0805072300494191194XENGZ;Dåfjord-Sælevik Vassverk;Dåfjord-Sælevik;4615;Fitjar;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0705302238420441189FRHFG;Z0705302238420451189OXOTB;Z0705302238420451189GAKGQ;Vestsida Vannverk;Vestsida Vannverk - Vannbehandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;2025
nei;Z0705302238386861190VYXFU;Z0705302238386871190RUWFA;Z0705302238386871190WZCJH;Forsøl Vannverk;Vannbehandlingsanlegg For Forsøl Vannverk Hammerfest.Komm. Teknisk Etat;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2019
ja;Z0705302239015651190ALVMZ;Z0705302239015661190OFXDJ;Z0705302239015651190YSGFS;Tjelmeland Vassverk;Vannbehandlingsanlegg For Tjelmeland Vassverk;4611;Etne;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302239059061190LNTAY;Z0705302239059071190RLWFC;Z0705302239059071190OUZMQ;Veitastrond Skule Vassverk;Vannbehandlingsanlegg For Veitastrond Skule Vassverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302239272771190NRCAU;Z0705302239272781190DYPEB;Z0705302239272781190SERGW;Ova, Langlia;Vannbehandlingsanlegg For Ova, Langlia;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302238312061190COCXX;Z0705302238312071190AHSKO;Z0705302238312071190QZKWC;Breivik Vassverk;Behandlingsanlegg - Breivik Vassverk;;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
ja;Z0705302238456871190VYZVO;Z0705302238456891190KZVKG;Z0705302238456881190IUWAU;Hoff Sa, Gjøvik - Vannforsyning;Hoff Sa, Gjøvik - Vannbehandlingsanlegg;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302239306031189FXDVA;Z0705302239306041189WBWLL;Z0705302239306041189SGDJI;Nortura Sa Avd. Otta - Vannforsyning;Nortura Sa Avd. Otta - Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2019
ja;Z0705302240086861189XONTL;Z0705302240086871189WPMWT;Z0705302240086861189KAJIV;Tine Meieriet Øst Tretten Vannforsyning;Vannbehandlingsanlegg For Tine Meieriet Tretten;3440;Øyer;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302239545481189AUVCF;Z0705302239545491189ZYEHD;Z0705302239545481189SAQVM;Ikke Aktiv Gretteåsen Vannverk;Gretteåsen Vannbehandling;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301340230671190QSYLI;Z0805072259176971195SGBXX;Z0805072259176951195UDFCR;Brattliflata Vassverk;Brattliflata Vba;3436;Nord-Fron;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
ja;Z0705302239404241189IFTWQ;Z0705302239404251189DWOJV;Z0705302239404241189UJUHQ;Einmoen Vannverk;Vannbehandlingsanlegg For Einmoen Vannverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0705302238469501190ISSBL;Z0805072259282821195LHZVV;Z0805072259282781195ENLOO;Ånes Vannverk;Odnes Nødvannverk Vannbehandlingsanlegg;3447;Søndre Land;Reserveanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0705302240159511190PRBSH;Z0705302240159521190CNOXF;Z0705302240159511190UNOJJ;Tollefsrud Vannverk;Tollefsrud Vannverk - Vannbehandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2023
ja;Z0705302240290431190THQOU;Z0705302240290441190EUDAO;Z0705302240290431190MBJNU;Vesvann Vannverk, Krisevannver;Vannbehandlingsanlegg For Vesvann Vannverk, Krisevannver;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302301207181189OPMCN;Z0705302301207191189DHVOO;Z0705302301207191189ESKNV;Hjerkinn Vassverk;Vannbehandlingsanlegg For Hjerkinn Vassverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
ja;Z0707022020172661190TODVZ;Z0901051541164840124RTXYG;Z0805072303044041194RZFLW;Reine Vannverk Moskenes Kommune;Reine Vannverk;1874;Moskenes;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
