aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
nei;ENK;;;969118033;Kari Anne Asp;3905;Tønsberg;Firing Vannverk;Z1002160949529441093DAIZC;Privat AS, BA, lag, stiftelse, statlig etc;71617;;;ERROR [MAT_EJBOrgUnit];tilsynet;2013-10-08;;2017;5040.0;5040.0;0.0;;;nei;ja;nei;ja;;;;;;;70;;27;0;85.0;0.0;5.0;0.0;10.0;0.0;0.0
nei;SA;970187588;Storås Vassverk Sa;993668109;Storås Vassverk Sa;5059;Orkland;Storås Vannverk;Z1002161243480901017KNQUP;Privat AS, BA, lag, stiftelse, statlig etc;163603;5059;Orkland;ERROR [MAT_EJBOrgUnit];tilsynet;2017-11-28;Storås;2025;85249.0;85249.0;0.0;100.0;10.0;ja;ja;nei;ja;nei;ja;nei;ja;ja;nei;453;520;150;3;74.0;1.0;2.5;7.0;2.5;0.0;13.0
ja;SA;870188242;Vollan Vassverk Sa;993981575;Vollan Vassverk Sa;5021;Oppdal;Vollan Vassverk Sa;Z1002161248473131017OJXBI;Privat AS, BA, lag, stiftelse, statlig etc;163411;5021;Oppdal;ERROR [MAT_EJBOrgUnit];tilsynet;2025-04-08;Deler av Båggåstronda( Hoel - Viken);2025;12567.0;12567.0;0.0;19.0;365.0;ja;nei;nei;ja;nei;ja;nei;nei;ja;nei;60;140;25;11;43.0;3.0;0.0;3.0;20.0;0.0;31.0
nei;BEDR;;;994129333;By Vassverk;1657;Skaun - UTGÅTT KODE;By Vassverk;Z1002161253220821017EAQMQ;;165708;5029;Skaun;ERROR [MAT_EJBOrgUnit];tilsynet;2011-11-11;Myrin, By og Jåren;2011;0.0;16109.0;16109.0;;;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;150;150;56;3;64.0;1.0;;;10.0;;25.0
ja;SA;992403217;Båtstø Vann Og Avløp Sa;998350980;Båtstø Vann Og Avløp Sa;0301;Oslo kommune;Båtstø Vannforsyning;Z1002161513325691079GLRCY;Privat AS, BA, lag, stiftelse, statlig etc;21503;3214;Frogn;ERROR [MAT_EJBOrgUnit];tilsynet;2018-07-25;Nordre Frogn;2025;0.0;6479.0;6479.0;100.0;365.0;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;0;500;0;300;;;;;;;
ja;FLI;;;995086867;Sviu Vannverk;3118;Indre Østfold;Sviu Vannverk;Z1002171232514591029YJUCK;Privat AS, BA, lag, stiftelse, statlig etc;12504;3118;Indre Østfold;ERROR [MAT_EJBOrgUnit];tilsynet;2024-03-20;Sviu;2025;8503.0;8503.0;0.0;100.0;365.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;90;90;35;0;97.0;0.0;0.0;0.0;3.0;0.0;0.0
nei;SÆR;983971768;Sykehuset Østfold Hf;974633752;Sykehuset Østfold Hf Kalnes - Somatikk;3105;Sarpsborg;Vannforsyningssystem, Kolstad Sarpsborg;Z1002171314190643252OKJGZ;;;3105;Sarpsborg;ERROR [MAT_EJBOrgUnit];tilsynet;2013-06-06;Jelsnes - Sarpsborg kommune;2011;1000.0;1000.0;;;;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;20;20;9;0;;;;;;;
ja;SA;970549943;Viki Vassverk Sa;993672769;Viki Vassverk Sa;4621;Voss;Viki Vassverk;Z1002171436086111075XXENE;Privat AS, BA, lag, stiftelse, statlig etc;123510;4621;Voss;ERROR [MAT_EJBOrgUnit];tilsynet;2018-09-25;Viki (Bulken);2017;40000.0;40000.0;0.0;;;ja;nei;nei;ja;nei;nei;nei;ja;ja;nei;130;80;80;1;50.0;5.0;0.0;0.0;25.0;0.0;20.0
nei;KOMM;844458312;Bjørnafjorden Kommune;974615908;Bjørnafjorden Kommune Teknisk Drift Kommunetunet;4624;Bjørnafjorden;Nore Fusa Skule;Z1002171502347620114ZXWZC;Kommunal etat/enhet;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Nore Fusa skule;2018;2977.0;2977.0;0.0;0.0;0.0;ja;ja;nei;nei;nei;ja;nei;nei;nei;nei;0;50;0;0;;;;;;;
nei;SA;970526196;Straumgjerde Vassverk Sa;993672505;Straumgjerde Vassverk Sa;1528;Sykkylven;Vannforsyningssystem;Z1002171757015293252RQEMV;;;1528;Sykkylven;ERROR [MAT_EJBOrgUnit];tilsynet;;Straumgjerde;2011;132300.0;132300.0;0.0;;;ja;ja;ja;ja;nei;ja;ja;ja;ja;nei;450;430;150;6;55.0;2.0;6.0;1.0;4.0;2.0;30.0
ja;SA;970526196;Straumgjerde Vassverk Sa;993672505;Straumgjerde Vassverk Sa;1528;Sykkylven;Straumgjerde Vassverk;Z1002171810099183252VPLUY;Privat AS, BA, lag, stiftelse, statlig etc;152804;;;ERROR [MAT_EJBOrgUnit];tilsynet;2024-10-23;Straumgjerde;2025;149000.0;149000.0;0.0;100.0;365.0;ja;ja;ja;ja;nei;ja;ja;nei;ja;nei;490;450;155;6;45.0;7.0;10.0;3.0;3.0;7.0;25.0
ja;STI;969414805;Evju Bygdetun Sti;978984983;Evju Bygdetun Sti Avd Korn;4020;Midt-Telemark;Stiftelsen Evju Bygdetun - Vannforsyning;Z1002180756030581086ETOZF;Privat AS, BA, lag, stiftelse, statlig etc;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2016-08-03;Gvarv;2016;700.0;700.0;0.0;;;ja;ja;ja;ja;nei;nei;ja;nei;ja;nei;0;100;7;0;;;;;;;
nei;;;;;Igland Vassverk;;;Igland Vassverk;Z1002180902176971093BAIOL;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;2009;5800.0;5800.0;;;;ja;ja;nei;ja;;;;;;nei;60;60;32;;;;;;;;
nei;;;;;Sølvberg Og Bergset Vassverk;;;Sølvberg Og Bergset Vassverk;Z1002180922573101093EOPRF;Privat AS, BA, lag, stiftelse, statlig etc;144909;4651;Stryn;ERROR [MAT_EJBOrgUnit];tilsynet;2019-05-29;Sølvberg og Bergset;2021;26280.0;11520.0;0.0;150.0;14.0;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;98;120;42;5;56.0;3.0;0.0;3.0;35.0;1.0;2.0
ja;SA;999302114;Randabygda Vassverk Sa;911944758;Randabygda Vassverk Sa;4651;Stryn;Randabygda Vassverk;Z1002181001591811093MQLOG;Privat AS, BA, lag, stiftelse, statlig etc;144922;;;ERROR [MAT_EJBOrgUnit];tilsynet;2020-09-22;Randabygda vassverk;2025;5500.0;5200.0;0.0;50.0;30.0;ja;nei;nei;ja;nei;ja;nei;nei;ja;nei;33;75;15;7;;;;;;;
ja;SA;970548335;Hyen Vassverk Sa;993672696;Hyen Vassverk Sa;4650;Gloppen;Hyen Vassverk;Z1002181305367101093NCHJU;Privat AS, BA, lag, stiftelse, statlig etc;144510;;;ERROR [MAT_EJBOrgUnit];tilsynet;2024-11-07;Hyen vassverk;2025;64917.0;64917.0;0.0;0.0;0.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;130;150;75;4;60.0;2.0;10.0;6.0;10.0;2.0;10.0
ja;KOMM;964951284;Horten Kommune;995099772;Horten Kommune Vannforsyning;3901;Horten;Horten Kommunale Vannverk;Z1002181630187110113RESLP;Kommunal etat/enhet;70102;3901;Horten;ERROR [MAT_EJBOrgUnit];tilsynet;2026-04-09;Horten;2025;0.0;2308395.0;2308395.0;100.0;365.0;ja;ja;ja;ja;ja;ja;nei;ja;ja;nei;27118;30000;13255;84;61.0;1.0;6.0;9.0;1.0;2.0;20.0
ja;KOMM;991891919;Kristiansund Kommune;987845643;Kristiansund Kommune Avd Vann;1505;Kristiansund;Kristiansund Vannverk Byingeniøren;Z1002191058130731071IKMAH;Kommunal etat/enhet;150301;1505;Kristiansund;ERROR [MAT_EJBOrgUnit];tilsynet;2025-10-14;Kristiansund kommune;2025;3864000.0;3864000.0;0.0;100.0;365.0;ja;ja;nei;ja;ja;ja;ja;ja;ja;ja;24092;25000;10000;284;33.0;1.0;23.0;2.0;2.0;3.0;36.0
nei;BEDR;;;994964593;Aud Torsen Familiebarnehage;1160;Vindafjord;Torsen Vannforsyning;Z1002191206336091027XHCSD;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;2010;5000.0;5000.0;;;;;ja;ja;ja;nei;ja;ja;nei;ja;nei;2;8;2;0;;;;;;;
nei;BEDR;;;994123696;Heggjabygda Vassverk;4649;Stad;Heggjabygda Vassverk V/Hans Frislid;Z1002191235182511098WBVMC;Privat AS, BA, lag, stiftelse, statlig etc;144307;4649;Stad;ERROR [MAT_EJBOrgUnit];tilsynet;2019-02-19;Heggjabygda;2019;35000.0;35000.0;0.0;90.0;3.0;ja;ja;ja;ja;nei;nei;nei;ja;ja;nei;90;110;26;4;40.0;5.0;0.0;0.0;40.0;5.0;10.0
nei;BEDR;;;874595942;Gausdal Kommune Teknisk Etat;0522;Gausdal - UTGÅTT KODE;Svatsum Skole - Svatsum Vel 996242579;Z1002191303372621017NSNIT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;svatsum skole;2010;205.0;205.0;0.0;;;ja;ja;nei;ja;nei;ja;nei;nei;nei;nei;10;10;3;0;;;;;;;
ja;BA;988807613;Støvset Vannverk;993722766;Støvset Vannverk;1804;Bodø;Støvset Vannverk;Z1002191353122811043BTKFP;Privat AS, BA, lag, stiftelse, statlig etc;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2017-10-04;Støvset;2019;3000.0;3000.0;12.0;100.0;360.0;nei;ja;nei;ja;nei;nei;nei;nei;ja;nei;35;70;17;17;;;;;;;
nei;BEDR;;;993982857;Hervik Kraftlag Al;1146;Tysvær;Hervik Kraftlag A/L;Z1002222325546931035FWCQH;;;1146;Tysvær;ERROR [MAT_EJBOrgUnit];tilsynet;;Hervik;2009;30509.0;30509.0;0.0;;;ja;ja;ja;ja;nei;ja;ja;ja;ja;nei;120;700;60;5;;;;;;;
ja;KOMM;864950582;Ringsaker Kommune;973667130;Ringsaker Vannverk;3411;Ringsaker;Ringsaker Kommune, Tekn.Drift, Vannforsyning Sjusjøen;Z1002231016243771064GVWUP;Kommunal etat/enhet;41229;3411;Ringsaker;ERROR [MAT_EJBOrgUnit];tilsynet;2022-09-13;Sjusjøen;2025;0.0;195921.0;10340.0;100.0;300.0;ja;ja;ja;ja;nei;nei;nei;ja;nei;nei;117;4764;47;3173;1.0;41.0;0.0;0.0;0.0;0.0;58.0
nei;BEDR;;;994123300;Lysinga Vannverk Ba;0432;Rendalen - UTGÅTT KODE;Lysinga Vannverk A/L;Z1002231347392571011KETCE;Privat AS, BA, lag, stiftelse, statlig etc;43202;;;ERROR [MAT_EJBOrgUnit];tilsynet;2013-05-07;Bergset og Elvål;2014;112915.0;112915.0;0.0;0.0;0.0;nei;nei;nei;ja;nei;ja;nei;nei;ja;nei;464;500;200;0;40.0;10.0;;;10.0;5.0;35.0
ja;KOMM;964966575;Valle Kommune;978606245;Valle Kommune Teknisk Avdeling;4221;Valle;Valle Vannverk;Z1002231413069820129OYTVW;Kommunal etat/enhet;94002;;;ERROR [MAT_EJBOrgUnit];tilsynet;2020-11-02;Homme - Åmli;2025;69582.0;69582.0;0.0;100.0;365.0;ja;nei;nei;ja;ja;ja;nei;ja;ja;nei;500;700;164;5;85.0;1.0;1.0;2.0;2.0;4.0;5.0
ja;KOMM;964966575;Valle Kommune;978606245;Valle Kommune Teknisk Avdeling;4221;Valle;Flateland Vannverk;Z1002231413192790129LBLLG;Kommunal etat/enhet;94003;;;ERROR [MAT_EJBOrgUnit];tilsynet;2020-11-02;Flateland;2025;1728.0;1728.0;0.0;;;ja;nei;nei;ja;nei;nei;nei;nei;ja;nei;32;40;18;5;;;;;;;
ja;KOMM;964966575;Valle Kommune;978606245;Valle Kommune Teknisk Avdeling;4221;Valle;Rysstad Vannverk;Z1002231413323890129PIPYY;Kommunal etat/enhet;94001;;;ERROR [MAT_EJBOrgUnit];tilsynet;2020-11-02;Rysstad, Helle, Hovet/Bjørgum og Nomeland;2025;63257.0;63257.0;0.0;;;ja;nei;nei;ja;nei;ja;nei;ja;ja;nei;300;300;100;1;60.0;5.0;5.0;10.0;10.0;5.0;5.0
nei;;;;;Vannforsyningssystem;;;Vannforsyningssystem;Z1002231546267273251IEEGG;Privat AS, BA, lag, stiftelse, statlig etc;;3449;Sør-Aurdal;ERROR [MAT_EJBOrgUnit];tilsynet;;Søre Fekjær;2013;0.0;0.0;;;;ja;nei;nei;ja;ja;nei;ja;nei;ja;nei;15;15;2;0;;;;;;;
nei;BEDR;;;993983985;Aune & Oksvoll Vannverk;1627;Bjugn - UTGÅTT KODE;Vannforsyningssystem;Z1002241228427063252UUHKO;;162701;5057;Ørland;ERROR [MAT_EJBOrgUnit];tilsynet;2012-02-28;Aune og Oksvoll grend;2011;41500.0;41500.0;2300.0;;;ja;nei;nei;ja;nei;ja;ja;ja;ja;ja;250;300;70;45;60.0;35.5;0.0;0.0;4.5;0.0;0.0
ja;SA;970922121;Vestresand Vannverk Sa;994124951;Vestresand Vannverk Sa;1860;Vestvågøy;Vestresand Vassverk Sa;Z1002251315179491043FPHKJ;Privat AS, BA, lag, stiftelse, statlig etc;186013;1860;Vestvågøy;ERROR [MAT_EJBOrgUnit];tilsynet;2018-09-21;Elstad-Haukland-Val-Vestresand-Vassbogan-Sandøy;2025;43800.0;43800.0;0.0;0.0;0.0;ja;nei;ja;ja;nei;nei;ja;ja;nei;nei;73;250;44;72;24.0;24.0;0.0;2.0;0.0;0.0;50.0
nei;BEDR;;;973965115;Lindås Kommune Eigedomseininga;1263;Lindås - UTGÅTT KODE;Eikanger Skule;Z1002261118384033251QJNRD;Kommunal etat/enhet;;4631;Alver;ERROR [MAT_EJBOrgUnit];tilsynet;2013-03-08;Eikanger skule;2014;80.0;80.0;;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;0;70;0;0;;;;;;;
nei;BEDR;;;973965115;Lindås Kommune Eigedomseininga;1263;Lindås - UTGÅTT KODE;Skodvin Skule;Z1002261131149663251PMIIC;Kommunal etat/enhet;;4631;Alver;ERROR [MAT_EJBOrgUnit];tilsynet;2013-03-08;Skodvin skule;2014;80.0;80.0;;;;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;0;70;0;0;;;;;;;
ja;AS;977050081;Bjørnestad Skisenter As;931488791;Bjørnestad Skisenter As;4228;Sirdal;Bjørnestad Skisneter As - Vannforsyning;Z1003010752251231027QNDYW;Privat AS, BA, lag, stiftelse, statlig etc;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2013-04-04;Bjørnestad Skisenter;2018;60.0;60.0;0.0;0.0;0.0;nei;nei;ja;nei;nei;nei;ja;nei;nei;nei;0;50;0;0;;;;;;;
ja;ENK;970402594;Tolsby Håkon Lofthus;972925209;Stora Lee Camping;3124;Aremark;Stora Lee Camping Vannforsyning;Z1003011124271901020VYRMZ;Privat AS, BA, lag, stiftelse, statlig etc;;3124;Aremark;ERROR [MAT_EJBOrgUnit];tilsynet;2018-08-08;Stora Lee Camping;2025;2492.0;2492.0;0.0;0.0;;ja;ja;nei;ja;nei;nei;nei;ja;ja;nei;10;500;3;180;;;;;;;
ja;KOMM;997391853;Inderøy Kommune;993189480;Inderøy Vannverk;5053;Inderøy;Inderøy Kommune;Z1003011250064661028EOKPM;Kommunal etat/enhet;172907;;;ERROR [MAT_EJBOrgUnit];tilsynet;2026-04-21;Hele kommunen unntatt Mosvik;2025;1030283.0;1030283.0;0.0;0.0;0.0;ja;nei;nei;ja;ja;ja;ja;ja;ja;nei;5650;5700;2100;160;42.0;3.0;12.0;6.0;15.0;0.0;22.0
ja;ANS;988309729;Trysil-Knuts Fjellverden, Eltdalen Nordre Ans;986179828;Trysil-Knuts Fjellverden;3421;Trysil;Trysil- Eltdalen Nordre Ans;Z1003011341526221028AOQZM;Privat AS, BA, lag, stiftelse, statlig etc;42811;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-11-03;Fjellverden øst, 2430 Jordet;2025;55600.0;55600.0;0.0;100.0;365.0;ja;ja;nei;nei;nei;nei;ja;nei;nei;nei;0;825;0;275;;;;;;;
nei;BEDR;;;995177625;Nord-Odal Kommunale Vannverk;0418;Nord-Odal - UTGÅTT KODE;Nord-Odal Kommunale Vannverk;Z1003011545578651089IODZP;;41808;;;ERROR [MAT_EJBOrgUnit];tilsynet;2011-04-29;;2011;72852.0;72852.0;0.0;;;ja;nei;nei;ja;ja;ja;ja;ja;ja;nei;873;1232;397;26;67.0;2.0;1.0;2.0;1.0;7.0;20.0
ja;IKS;989016245;Givas Iks;992951478;Givas Iks   Avd Vann;3401;Kongsvinger;Givas - Granli;Z1003020920077071089EPLFK;Interkommunalt selskap (IKS);40203;;;ERROR [MAT_EJBOrgUnit];tilsynet;2025-11-12;Kongsvinger, Roverud, Brandval, Nor, Granli;2025;2218576.0;1810181.0;0.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;15360;20000;7680;38;35.0;0.0;5.0;13.0;0.0;10.0;37.0
ja;IKS;989016245;Givas Iks;992951478;Givas Iks   Avd Vann;3401;Kongsvinger;Givas Iks V.V. Svullrya;Z1003020920093631089DTJTK;Interkommunalt selskap (IKS);42302;;;ERROR [MAT_EJBOrgUnit];tilsynet;2022-02-03;Svullrya;2025;28986.0;28986.0;0.0;100.0;365.0;ja;ja;ja;ja;ja;nei;nei;ja;ja;nei;230;300;121;10;22.0;1.0;0.0;3.0;0.0;20.0;54.0
ja;IKS;989016245;Givas Iks;992951478;Givas Iks   Avd Vann;3401;Kongsvinger;Givas Austmarka;Z1003020920105661089PTMLD;Interkommunalt selskap (IKS);40201;;;ERROR [MAT_EJBOrgUnit];tilsynet;2022-02-03;Austmarka, Brødbøl;2025;88077.0;88077.0;0.0;100.0;365.0;ja;ja;ja;ja;ja;ja;nei;ja;ja;nei;472;500;236;30;21.0;1.0;0.0;5.0;0.0;10.0;63.0
ja;BA;970557148;Skjerstad Vassverk;917164991;Skjerstad Vassverk;1804;Bodø;Skjerstad Vassverk;Z1003021109513871066SGURT;Privat AS, BA, lag, stiftelse, statlig etc;180418;;;ERROR [MAT_EJBOrgUnit];tilsynet;2021-03-24;Skjerstad;2025;17520.0;1750.0;0.0;0.0;0.0;ja;ja;ja;ja;ja;ja;ja;nei;ja;nei;180;300;65;30;45.0;25.0;0.0;0.0;20.0;5.0;5.0
ja;FLI;940698332;Den Norske Turistforening Oslo Og Omegn;973250671;Dnt Oslo Og Omegn;0301;Oslo kommune;Kobberhaughytta Vannforsyning;Z1003021148085921011IGXUN;Privat AS, BA, lag, stiftelse, statlig etc;;0301;Oslo kommune;ERROR [MAT_EJBOrgUnit];tilsynet;2016-12-10;Kobberhaughytta;2025;1392.0;1392.0;0.0;0.0;0.0;nei;nei;nei;ja;nei;nei;ja;ja;nei;nei;2;115;1;0;;;;;;;
ja;SA;970190546;Brattforsen Vassverk Sa;993668125;Brattforsen Vassverk Sa;1853;Evenes;Brattforsen Vassverk Sa;Z1003021440171110129QHFWA;Privat AS, BA, lag, stiftelse, statlig etc;185302;1853;Evenes;ERROR [MAT_EJBOrgUnit];tilsynet;2014-11-24;Volden, Liland, Bjeldgam, Leiros, Lakså, Dragvik;2025;99428.0;99428.0;0.0;100.0;365.0;ja;ja;ja;ja;ja;ja;nei;nei;ja;nei;450;490;220;50;40.0;8.0;0.0;27.0;10.0;5.0;10.0
nei;BA;975428559;Nessane Vassverk Ba;993677612;Nessane Vassverk Ba;4638;Høyanger;Nessane Vassverk;Z1003021510274250114ROWPT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;2009;168000.0;;;;;;nei;nei;ja;ja;ja;ja;nei;ja;nei;80;100;35;2;;;;;;;
ja;SA;957612741;Namsskogan Vannverk Sa;993658561;Namsskogan Vannverk Sa;5044;Namsskogan;Namsskogan Vannverk Privat Del;Z1003081241151221025PTOHC;Privat AS, BA, lag, stiftelse, statlig etc;174002;;;ERROR [MAT_EJBOrgUnit];tilsynet;2021-11-24;Namsskogan sentrum;2025;0.0;41908.0;41908.0;0.0;0.0;ja;ja;nei;ja;ja;ja;ja;ja;nei;nei;350;350;140;1;35.0;5.0;5.0;25.0;0.0;0.0;30.0
ja;SA;970542965;Frogn Private Vannverk Sa;994124676;Frogn Private Vannverk Sa;3214;Frogn;Frogn Private Vannverk Sa;Z1003090001506913251AUNVL;Kommunalt eid lag, stiftelse etc. (BA, DA, FLI, STI);21505;3214;Frogn;ERROR [MAT_EJBOrgUnit];tilsynet;2023-11-08; Frogn kommune;2025;21900.0;21900.0;120.0;100.0;365.0;ja;ja;ja;ja;nei;ja;nei;nei;ja;nei;101;101;45;0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
ja;STAT;972417823;Forsvarsdepartementet;993184292;Forsvarsbygg Region Øst;3420;Elverum;Kittilbu Leir - Vannforsyning;Z1003110929364980117DFSHA;Privat AS, BA, lag, stiftelse, statlig etc;;3441;Gausdal;ERROR [MAT_EJBOrgUnit];tilsynet;;Kittilbu leir;2020;22.0;22.0;0.0;;;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;0;0;0;;;;;;;
ja;SA;970584242;Laksfjord Vannverk Sa;993983934;Laksfjord Vannverk Sa;5530;Senja;Laksfjord Vannverk;Z1003111216593771045QDCHX;Privat AS, BA, lag, stiftelse, statlig etc;193114;5530;Senja;ERROR [MAT_EJBOrgUnit];tilsynet;2024-07-23;;2024;5271.0;5271.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;nei;nei;nei;nei;75;75;23;0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
ja;FLI;977544319;Lunde Vasslag;993683124;Lunde Vasslag;4616;Tysnes;Lunde Vasslag;Z1003120928086471014GPISR;Privat AS, BA, lag, stiftelse, statlig etc;122304;;;ERROR [MAT_EJBOrgUnit];tilsynet;2019-03-21;Lundegrend i Tysnes kommune.;2025;75081.0;75081.0;0.0;100.0;365.0;ja;ja;ja;ja;nei;ja;ja;nei;ja;nei;900;900;350;40;60.0;20.0;2.0;0.0;14.0;2.0;2.0
ja;AS;966596996;Breimsbygda Skisenter As;872392602;Breimsbygda Skisenter As;4650;Gloppen;Breimsbygda Skisenter Og Breimsbygda I.L Fjellstove - Vassforsyning;Z1003151349458681075ISDMN;Privat AS, BA, lag, stiftelse, statlig etc;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2020-02-20;Breimsbygda fjellstove m fler;2015;60.0;60.0;0.0;0.0;0.0;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;70;0;0;;;;;;;
nei;AS;922168172;Ullsaker Panorama As;979613717;Ullsaker Panorama As;3448;Nordre Land;Ullsaker Gjestegård - Vannforsyning;Z1003151444592091017LXPFN;Privat AS, BA, lag, stiftelse, statlig etc;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;sqs;2013;280.0;280.0;;;;nei;ja;nei;ja;nei;nei;ja;nei;nei;nei;4;50;1;0;;;;;;;
ja;SA;970549528;Krogstad Vasslag Sa;993672742;Krogstad Vasslag Sa;5028;Melhus;Krogstad Vasslag;Z1003151645571301037DBWOI;Privat AS, BA, lag, stiftelse, statlig etc;165310;5028;Melhus;ERROR [MAT_EJBOrgUnit];tilsynet;2018-04-17;Krogstad;2025;6200.0;6200.0;0.0;100.0;100.0;nei;ja;nei;ja;nei;nei;nei;ja;ja;nei;122;122;44;2;90.0;5.0;0.0;1.0;2.0;1.0;1.0
ja;SA;970547630;Vauldalen Vannverk Sa;993672688;Vauldalen Vannverk Sa;5025;Røros;Vauldalen Vannverk Sa V/Per Inge Skott;Z1003151655370981037ZOFTT;Privat AS, BA, lag, stiftelse, statlig etc;164006;5025;Røros;ERROR [MAT_EJBOrgUnit];tilsynet;2022-06-27;Vauldalen;2025;2700.0;2700.0;0.0;;;ja;ja;nei;ja;nei;nei;ja;ja;nei;nei;15;450;15;140;;;;;;;
nei;BEDR;;;894124342;Nesstrond Vassverk P/L V/V Jåsta;1231;Ullensvang herad - UTGÅTT KODE;Nesstrond Vassverk;Z1003160909147871094PKMTF;Privat AS, BA, lag, stiftelse, statlig etc;123104;4618;Ullensvang;ERROR [MAT_EJBOrgUnit];tilsynet;2013-06-18;;2013;14016.0;14016.0;;;;ja;nei;nei;ja;nei;;nei;nei;ja;;160;250;72;3;;;;;;;
ja;SA;971505958;Konsvik Vannverk Sa;993675563;Konsvik Vannverk Sa;1834;Lurøy;Konsvik Vannverk;Z1003161627069573251VBVTR;Privat AS, BA, lag, stiftelse, statlig etc;183402;1834;Lurøy;ERROR [MAT_EJBOrgUnit];tilsynet;2019-09-18;Deler av KOnsvikosen;2025;25000.0;27375.0;0.0;100.0;5.0;ja;nei;nei;ja;ja;ja;ja;ja;ja;nei;125;125;55;40;65.0;5.0;0.0;0.0;15.0;10.0;5.0
ja;KOMM;958814968;Bykle Kommune;973830015;Vassverk Bykle;4222;Bykle;Bykle Vannverk;Z1003181319357511091CHZWO;Kommunal etat/enhet;94102;4222;Bykle;ERROR [MAT_EJBOrgUnit];tilsynet;2021-09-29;Bykle;2025;67900.0;56700.0;0.0;100.0;365.0;ja;nei;nei;ja;ja;ja;ja;ja;nei;nei;270;270;100;3;58.0;1.0;14.0;2.0;1.0;20.0;4.0
nei;KOMM;958814968;Bykle Kommune;993314269;Vassverk Hovden;4222;Bykle;Hovden Vannverk;Z1003181326148841091LYNGO;Kommunal etat/enhet;94101;4222;Bykle;ERROR [MAT_EJBOrgUnit];tilsynet;2021-09-29;Hovden;2023;393763.0;393763.0;0.0;10.0;365.0;ja;ja;nei;ja;ja;ja;ja;ja;nei;nei;520;18000;140;2500;31.0;42.0;1.0;1.0;0.0;3.0;22.0
ja;SA;970191313;Kvalvik Og Omegn Vannverk Sa;993668133;Kvalvik Og Omegn Vannverk Sa;5536;Lyngen;Kvalvik Og Omegn Vannverk A/L;Z1003181731409720123HAAQR;Privat AS, BA, lag, stiftelse, statlig etc;193802;5536;Lyngen;ERROR [MAT_EJBOrgUnit];tilsynet;2017-11-02;Oksvik, Kvalvik, Elvebakken, Ørnes, Pollen, Sandvik;2025;131400.0;131400.0;0.0;100.0;365.0;ja;ja;nei;ja;nei;ja;nei;nei;ja;nei;390;390;161;58;65.0;25.0;0.0;0.0;5.0;5.0;0.0
ja;FLI;995176149;Rogne Vasslag;922685487;Rogne Vasslag;1580;Haram;Rogne Vassverk;Z1003191115172661026ZPAWU;Privat AS, BA, lag, stiftelse, statlig etc;153412;1580;Haram;ERROR [MAT_EJBOrgUnit];tilsynet;2012-05-03;Nogva og Rogne;2025;20250.0;20250.0;0.0;100.0;365.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;55;61;27;15;27.0;2.0;0.0;0.0;70.0;1.0;0.0
